SKU,Name,Technical Name,Category,Sub Category,Product Type,Unit,Base Rate,GST %,HSN Code,Packaging Type,Weight (kg),Packing Size,MOQ Web,MOQ Dist,MOQ Bulk (kg),Status Web,Status Dist,Status Bulk,P Alpha,C Beta,T Gama,Notes
BK-170,Ipomoea Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,6038,5,3808,,,,0,0,0,active,not_listed,inactive,3,60.38,63.38,
BK-288,Italian Basil Seeds_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-225,Kale Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,12075,5,3808,,,,0,0,0,active,not_listed,inactive,3,120.75,123.75,
BK-284,Leafy Vegetable Seeds Bundle of 5 Packet_Microgreen Seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-247,Leafy Vegetable Seeds Bundle of 5 Packet_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-249,Lettuce Black Rose Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-216,Lettuce Iceberg Seeds (Round)_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,108.68,111.68,
BK-248,Lettuce Lollo Rosso Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,96.2,99.2,
BK-221,Lettuce Romaine Seeds (Long)_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,108.68,111.68,
BK-316,Leucaena Leucocephala Native Variety Seeds - 100 g_Tree and Grass seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-182,Lupins Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,11230,5,3808,,,,0,0,0,active,not_listed,inactive,3,112.3,115.3,
BK-246,Malabar Spinach Seeds (Poi Saag)_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,1.9,4.9,
BK-183,Marigold African Double Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,7245,5,3808,,,,0,0,0,active,not_listed,inactive,3,72.45,75.45,
BK-163,Marigold French Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,7245,5,3808,,,,0,0,0,active,not_listed,inactive,3,72.45,75.45,
BK-303,Marjoram Seeds_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-175,Mesembryanthemum Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-273,Mustard Leaves Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-188,Nasturtium Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,5434,5,3808,,,,0,0,0,active,not_listed,inactive,3,54.34,57.34,
BK-265,Noolkol Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-213,Okra Seeds (Lady Finger)_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,5.2,8.2,
BK-290,Oregano Seeds_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,483,486,
BK-237,Pak Choi Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,45.2,48.2,
BK-323,Panam Bermuda Grass - 100g_Tree and Grass seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-196,Pansy Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,10868,5,3808,,,,0,0,0,active,not_listed,inactive,3,108.68,111.68,
BK-304,Papaya seeds_Fruit seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,253.58,256.58,
BK-292,Parsley Seeds_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,120.75,123.75,
BK-160,Petunia Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,10264,5,3808,,,,0,0,0,active,not_listed,inactive,3,102.64,105.64,
BK-198,Phlox Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,10385,5,3808,,,,0,0,0,active,not_listed,inactive,3,103.85,106.85,
BK-327,Pithecellobium Saman Seeds - 100 g_Tree and Grass seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,18.12,21.12,
BK-308,Pokal Bamboo Seeds - 100 g_Tree and Grass seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-178,Poppy Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-157,Portulaca Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,18113,5,3808,,,,0,0,0,active,not_listed,inactive,3,181.13,184.13,
BK-302,Purple Basil Seeds_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-224,Radish Golden Seeds (Pusa Chatki)_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,4.23,7.23,
BK-226,Red Amaranthus Seeds (Red Math)_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,10.87,13.87,
BK-245,Red Cabbage Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-214,Red Capsicum Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,1086.75,1089.75,
BK-209,Red Cherry Tomato Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,400.2,403.2,
BK-251,Red Onion Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,5.2,8.2,
BK-253,Red Pumpkin Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,18.2,21.2,
BK-243,Red Round Radish Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,8.2,11.2,
BK-313,Royal Palm Seeds - 100 g_Tree and Grass seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-197,Rudbeckia Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,5434,5,3808,,,,0,0,0,active,not_listed,inactive,3,54.34,57.34,
BK-298,Sage Seeds_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,410.55,413.55,
BK-168,Salvia Blue Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,8211,5,3808,,,,0,0,0,active,not_listed,inactive,3,82.11,85.11,
BK-192,Salvia Red Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,6820,5,3808,,,,0,0,0,active,not_listed,inactive,3,68.2,71.2,
BK-270,Snakegourd Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-309,Solid Bamboo Seeds (Dendrocalamus Strictus) - 100 g_Tree and Grass seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-276,Spinach Seeds (Palak)_Microgreen Seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,1.9,4.9,
BK-208,Spinach Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,2.06,5.06,
BK-266,Sponge Gourd Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-185,Star Phlox Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,8620,5,3808,,,,0,0,0,active,not_listed,inactive,3,86.2,89.2,
BK-189,Statice Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,48300,5,3808,,,,0,0,0,active,not_listed,inactive,3,483,486,
BK-203,stock mix seeds_Flowering Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-176,Sunflower Oil Seeds - 100 g_Flowering Seed,,Seeds,seeds,bulk,KG,5020,5,3808,,,,0,0,0,active,not_listed,inactive,5,502,507,
BK-283,Sunflower Oil Seeds_Microgreen Seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-166,Sunflower Sungold Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,483,5,3808,,,,0,0,0,active,not_listed,inactive,3,4.83,7.83,
BK-202,Sweet Pea Royal Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,60.38,63.38,
BK-199,Sweet William Mixed Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,7245,5,3808,,,,0,0,0,active,not_listed,inactive,3,72.45,75.45,
BK-241,Sweetcorn Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,32.7,35.7,
BK-311,Table Palm Seeds - 100 g_Tree and Grass seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-322,Tall Fescue Grass - 100 g_Tree and Grass seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-300,Tarragon Seeds_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-319,Teak Seeds (Tectoma Grandis) - 100 g_Tree and Grass seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,5,37,42,
BK-295,Thai Basil _Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-296,Thai Basil_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-293,Thyme Seeds_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-207,Tomato Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,20.53,23.53,
BK-289,Tulsi Seeds (Holy Basil)_Herb seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,60.2,63.2,
BK-267,Turnip Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-271,Val Seeds (Pawata)_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-165,vinaca seeds_Flowering Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-305,Watermelon Seeds_Fruit seeds,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,42.87,45.87,
BK-255,White Cucumber Seeds (Khira)_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,112.2,115.2,
BK-272,White Onion Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-222,Yellow Capsicum Seeds_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,3,1086.75,1089.75,
BK-169,Zinnia Double Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,242,5,3808,,,,0,0,0,active,not_listed,inactive,3,2.42,5.42,
BK-164,Zinnia Lilliput Mix Seeds_Flowering Seed,,Seeds,seeds,bulk,KG,5020,5,3808,,,,0,0,0,active,not_listed,inactive,3,50.2,53.2,
BK-223,Zucchini Seeds (Squash)_Vegitable Seed,,Seeds,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
