SKU,Name,Technical Name,Category,Sub Category,Product Type,Unit,Base Rate,GST %,HSN Code,Packaging Type,Weight (kg),Packing Size,MOQ Web,MOQ Dist,MOQ Bulk (kg),Status Web,Status Dist,Status Bulk,P Alpha,C Beta,T Gama,Notes
BK-714,Onion Indam Marshal (Synth 3) [OP] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-716,Origanum Vulgaris,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1023,Paecilomyces Lilacinus  Tech,paecilomyces lilacinus 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-717,Pakchoi MG,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-718,Parsley Curled (Organic),,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-832,Patton reagent,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-848,Pendimethalin 30 % + Imazethapyr 2 % EC,pendimethalin 30 % + imazethapyr 2 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1121,Penoxsulam 1.02 % + Cyhalofop-butyl 5.1% OD,penoxsulam 1.02 % + cyhalofop-butyl 5.1 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1120,Penoxsulam 21.7% SC,penoxsulam 21.7 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-593,Peptone,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-780,Phophocea,bacillus megaterium 1x10^8 cfu/ml,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-837,Phosphate solution,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1068,PhosphoPrime - HD (Concentrated Phosphorous Solubilising Bacteria),phosphate solubilizing bacteria 5x10^9 cfu/ml,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-807,Pikovskaya's broth,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1009,Pochonia chlamydposporia   Tech,pochonia chlamydosporia 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-844,Polyvinyl pyrrolidone,polyvinyl pyrrolidone,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-778,Potaacea,frateuria aurantia 1x10^8 cfu/ml,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-803,Potassium iodide,potassium iodide,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-35,Potassium Nitrate (2),potassium nitrate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-802,Potassium permanganate,potassium permanganate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-36,Potassium sulfate (6),potassium sulphate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-782,Precipitated Silica NK-70,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1040,Profenophos  Tech,profenophos 90 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-133,PROM,prom,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-136,PROM,prom,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-978,Propargite 57% EC,propargite 57 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-578,PROPCYP,profenofos 40 % + cypermethrin 4 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1114,protein hydrosolate,amino acid 40 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-666,PSB Tech,bacillus megaterium 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1022,Pseudomonas fluorescence  Tech,pseudomonas fluorescens 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,5,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1115,Pymetrozine 25% + Thiamethoxam 17.5% + Hexaconazole 12.5% WG,pymetrozine 25 % + thiamethoxam 17.5 % + hexaconazole 12.5 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1025,Pymetrozine TC  Tech,pymetrozine 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1119,Pyraclostrobin 3.5% + Thiram 15% + Clothianidin 22.5% FS,pyraclostrobin 3.5 % + thiram 15 % + chlothianidin 22.5 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1031,Pyriproxifen  Tech,pyriproxyfen 97 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-477,Quinalphous,quinalphos 25 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-829,Quinoline extrapure,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-719,Red Chard (MG),,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-720,Red Chard MG SSCO,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-598,Red Powder,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-881,Rhizo tech,rhizobium spp 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-676,S. Humate (Flakes),humate flakes,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-813,Salicylic acid,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-724,Salvia Vista Mix [OP] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-725,Salvia Vista Purple Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-726,Salvia Vista Rose [OP] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-658,Shellpol 940,shellpol 940 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1018,SILICA SOLUBIZING BACTERIA  Tech,silica solubilizing bacteria 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-727,Snapdragon Rocket Mix Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-728,Snapdragon Snapshot Mix Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-617,Sodium Benzoite,sodium benzoite,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-471,Sodium Bi Carbonate,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-816,Sodium sulfite anhydrous,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-814,Sodium thiosulfate pentahydrate,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-665,Softemul-Se,seaweed extract emulsion,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-79,SOIL PRIME,fluopyrum 34.48 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1014,SOL-FE,sulphur + iron,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-831,Solochrome black,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-841,Soy peptone,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-619,Sulfoded,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-809,Sulfur medium part 1,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-806,Sulfur medium part 2,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1011,SULUPHOS,phosphate solublizing bacteria,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-784,SUPERSTIN,carbendazim 50 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-731,Tatsoi MG,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-921,Thiacloprid,thiacloprid 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1032,Thifluzamide  Tech,thifluzamide 97 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-732,Thymus English Winter,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-736,Tomato Indam 1006 [HY],,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-737,Tomato Indam 13 [OP],,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-738,Tomato Indam 1320 [HY],,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-733,Tomato Indam 13201 [HY],,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-734,Tomato Indam 14301 [HY],,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-735,Tomato Indam Ruchi Gold (RC 03) [HY],,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-987,Tomato-Arka Rakshak seed,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-739,Torena Kauai Mix [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-843,Tricalcium phosphate,tricalcium phosphate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1020,Trichoderma viride  Tech,trichoderma viride 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-822,Trimethylamine,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-833,Trypan blue,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-826,Universal indicator,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1003,VBM - Verticillium Lecanii + Beauveria Bassiana + Metarhizium Anisopliae  Tech,verticillium lecanii 1 % + beauveria bassiana 1 % + metarhizium anisopliae 1 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-868,VEER CHAKRA,verticillium lecanii,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1001,VEER CHAKRA,verticillium lecanii,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-615,Vegarol (SCL),vegarol #value! #value!,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-740,Verbena Quartz Mix [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1010,Verticillium Chlamydosporium   Tech,verticillium chlamydosporium 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-741,Vinca Pacifica XP Mix Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-742,Vinca Pacifica XP Orange Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-743,Vinca Pacifica XP Red Dark Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-744,Vinca Tattoo Mix American Pie Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-745,Vinca Titan Mix ( Seeds),,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1094,WACKER L-099,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-746,Watermelon Pata Negra [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-748,Wild Rocket MG,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-603,Yellow Atonic,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-599,Yellow Powder,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1069,YieldMax - HD (Concentrated Potash mobilizing bacteria),potash mobilizing bacteria 5x10^9 cfu/ml,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1013,Z-SOL,zinc solubilizing bacteria 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-5831,Z-SOL,zinc solubilizing bacteria,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-37,Zinc EDTA,zinc edta,bulk,bulk,bulk,KG,0,5,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1070,ZincEssence - HD (Concentrated Zinc Solubilising Bacteria),zinc solubilizing bacteria 5x10^9 cfu/ml,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-781,Zinkaacea,zinc solubilizing bacteria 1x10^8 cfu/ml,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-750,Zinnia Dreamland Ivory Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-751,Zinnia Dreamland Mixed Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-756,Zinnia Dreamland Mixture [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-752,Zinnia Dreamland Pink Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-753,Zinnia Dreamland Red Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-754,Zinnia Dreamland Rose Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-749,Zinnia Dreamland Scarlet Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-755,Zinnia Dreamland Yellow Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-757,Zinnia Zesty Mix Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-983,(Teflubenzuron 75 G/L + Alphacypermethrin 75 G/L SC).,teflubenzuron 75 % + alphacypermethrin 75 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-878,Acefaltate potassium,acefaltate potassium,Bulk,bulk,bulk,KG,539,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-877,Aclylic copoloyer,acylic copoloyer,Bulk,bulk,bulk,KG,550,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-985,Aluminium Phosphide 56%,aluminium phosphide 56 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1063,Amino Acid 60%,amino acid 60 %,Bulk,bulk,bulk,KG,100,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-973,Bifenazate 24% SC,bifenazate 24 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-689,Borage seeds,,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1077,Bulk Propcyp (Profenofos 40 % + Cypermethrin 4 % ec) B,profenofos 40 % + cypermethrin 4 %,Bulk,bulk,bulk,KG,230,,,,,,0,0,200,active,not_listed,active,0,0,0,
BK-1112,Carbofuran 3% CG,carbofuran 3 %,Bulk,bulk,bulk,KG,35,,,,,,0,0,750,active,not_listed,active,0,0,0,
BK-974,Cyflumetofin 24 % SC,cyflumetofin 24 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1107,cytokin 6ba,benzylaminopurine 0.1 %,Bulk,bulk,bulk,KG,180,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1006,Deltamethrin 3.5% EC,deltamethrin 3.5 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-975,Etaxozol 15% SC,etaxozol 15 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-969,Ethion 50% EC,ethion 50 %,Bulk,bulk,bulk,KG,320,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1008,Fipronil 2.5 % EC,fipronil 2.5 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-979,Fluopicolide 4.44% + Fosetyl-Al 66.67% w/w WG,fluopicolide 4.44 % + fosetyl-al 66.67 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-880,Glycolic acid,glycolic acid,Bulk,bulk,bulk,KG,360,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-604,Glyserol Mono Starate,,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1106,humic acid (12% w/w) and fulvic acid (2%),humic acid 12 % + fulvic acid 2 %,Bulk,bulk,bulk,KG,30,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-982,Malthion 60 + Dimethoate 30 SC,malathion 60 % + dimethoate 30 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-572,Molybdenum kg,sodium molybdate 52 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,1000,active,not_listed,inactive,0,0,0,
BK-647,Mycobutani 10% WP kg,mycobutani 10 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,1000,active,not_listed,inactive,0,0,0,
BK-656,Pectinophora gossy piella,,Bulk,bulk,bulk,KG,0,,,,,,0,0,200,active,not_listed,inactive,0,0,0,
BK-785,Pendimethrin 30% EC,pendimethalin 30 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,125,active,not_listed,inactive,0,0,0,
BK-655,Plodia interpunctella,,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-984,Potassium phosphonate,potassium phosphate,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-966,Potassium Sillicate,,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-972,Potassium Sillicate (Silica Oxide 76% + Potassium 7%),silica oxide 76 % + potassium 7 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-608,Potassium Tartrate,potassium tartrate,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1103,Propargite 57% EC,propargite 57 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1007,Propiconazole 17 % EC,propiconazole 17 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-977,Pyridaben 24% SC,pyridaben 24 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-970,Quinalphos 50% +Deltamethrin 20% + Dichlorovas 10% /Carbosulfon 10% EC,quinalphos 50 % + deltamethrin 20 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-721,Red Komatsuna seeds,,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-722,Red Mustard seeds,,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-723,Ridgegourd Indam 1222 [HY] Seeds,,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1125,Sodium Para-Nitro Phenolate 0.3% SL,sodium para-nitro phenolate 0.3 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-971,Spinetoram 11.7% SC,spinotoram 11.7 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-976,Spirodiclofen 24%,spirodiclofen 24 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-879,stotornium chloride,stotornium chloride,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1079,Tathaastu - Quizalofop Ethyl 10% EC ltr,quizalofop ethyl 10 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-758,Temephos 1% SG Kg,temephos 1 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1104,Thiacloprid 240 SC 21.7% ww,thiacloprid 240 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,75,active,not_listed,inactive,0,0,0,
BK-967,Triflumezopyrim_95%TC(HPLC/NANO),triflumezopyrim 95 %,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-981,zinc+sulphur+Boron Bio Fertilizer (Bacteria),zinc + sulphur + boron,Bulk,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-19,Bleaching Powder,,Chemical Products,other product,bulk,KG,38,18,3808,,,,0,0,200,active,not_listed,active,4.23,15.086,19.316,
BK-904,IPA - ISO PROPYL ALCOHOL,iso propyl alcohol,Chemical Products,medical purposes,bulk,KG,150,18,3808,,,,4.75,0,0,active,not_listed,inactive,15,37.5,52.5,
BK-907,Katyayani Aluminium Sulphate,aluminium sulphate,Chemical Products,other product,bulk,KG,497,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,198.8,206.3,
BK-908,Katyayani Ball clay,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-871,Katyayani Borax,sodium tetraborate decahydrate 11 %,Chemical Products,other product,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,4.23,20,24.23,
BK-909,Katyayani Candle Wax,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,163.6,171.1,
BK-359,Katyayani GMS Powder,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,75,active,not_listed,inactive,7.5,87.6,95.1,
BK-373,Katyayani Malic Acid,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,85.2,92.7,
BK-910,Katyayani Maltodextrin,maltodextrin,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,32,39.5,
BK-439,Katyayani MnO2,manganese dioxide,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,32.4,39.9,
BK-912,Katyayani Molecular Sieves,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,239.2,246.7,
BK-360,Katyayani Monosodium Glutamate,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,92,99.5,
BK-440,Katyayani Oxalic Acid,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,14,21.5,
BK-362,Katyayani Saccharin,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,200,active,not_listed,inactive,7.5,338.4,345.9,
BK-452,Katyayani Shellac Flakes,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,837.2,844.7,
BK-913,Katyayani Silica Gel Blue,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,414.8,422.3,
BK-914,Katyayani Sillica Gel Desiccants,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,78.4,85.9,
BK-448,Katyayani Soda Ash,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,602.8,610.3,
BK-14,Katyayani Sodium Benzoate,sodium benzoate,Chemical Products,other product,bulk,KG,229,18,3808,,,,0,0,300,active,not_listed,active,4.23,90.913,95.143,
BK-12,Katyayani Sodium Citrate dihydrate,sodium citrate dihydrate,Chemical Products,lab-grade,bulk,KG,713,18,3808,,,,0.397,0,0,active,not_listed,inactive,4.23,283.061,287.291,
BK-417,Katyayani Sodium Lauryl Sulfate,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,133.2,140.7,
BK-915,Katyayani Sodium MetaSilicate,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,31.6,39.1,
BK-364,Katyayani Sodium Sulphate,,Chemical Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,15.2,22.7,
